date,type,deaths,injuries,location,city,country
2014-02-23,Car and motorcycle bombings,9.0,29.0,"Baghdad, Iraq",Baghdad,Iraq
2014-02-24,Suicide bombing,3.0,12.0,"Peshawar, Pakistan",Peshawar,Pakistan
2014-02-25,Car bombing,15.0,36.0,"Baghdad, Iraq",Baghdad,Iraq
2014-02-25,Suicide bombing,7.0,42.0,"Tirin Kot, Afghanistan",Tirin Kot,Afghanistan
2014-02-25,"Bombing, gun attack",59.0,,"Buni Yadi, Nigeria",Buni Yadi,Nigeria
2014-02-27,Suicide bombing,11.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2014-02-27,Triple bombing,31.0,70.0,"Baghdad, Iraq",Baghdad,Iraq
2014-03-01,Knife assault on train station,28.0,113.0,"Kunming, China",Kunming,China
2014-03-03,Gun attack,11.0,30.0,"Islamabad, Pakistan",Islamabad,Pakistan
2014-03-05,Series of car bombs,17.0,66.0,"Baghdad, Iraq",Baghdad,Iraq
2014-03-06,Series of car bombs,18.0,58.0,"Baghdad, Iraq",Baghdad,Iraq
2014-03-09,Suicide mini-bus bombing,45.0,157.0,"Hillah, Iraq",Hillah,Iraq
2014-03-11,Sticky bomb attacks,4.0,13.0,"Baghdad, Iraq",Baghdad,Iraq
2014-03-13,Gun attack,1.0,3.0,"Cairo, Egypt",Cairo,Egypt
2014-03-14,Roadside bomb,6.0,0.0,"Musa Qala, Helmand Province, Afghanistan",Musa Qala,Afghanistan
2014-03-14,Triple bombing,8.0,26.0,"Baghdad, Iraq",Baghdad,Iraq
2014-03-14,Bomb,10.0,37.0,"Quetta, Pakistan",Quetta,Pakistan
2014-03-14,Suicide bombing,9.0,43.0,Northwest Pakistan,Unknown,Pakistan
2014-03-15,Gun and vehicular attack,212.0,,"Maiduguri, Nigeria",Maiduguri,Nigeria
2014-03-16,Suicide car bombing,2.0,14.0,"Nabi, Othman, Lebanon",Nabi,Lebanon
2014-03-17,Triple car bombing,8.0,13.0,"Benghazi, Libya",Benghazi,Libya
2014-03-18,Suicide motorcycle bombing,17.0,25.0,"Maymana, Afghanistan",Maymana,Afghanistan
2014-03-18,Roadside bomb,0.0,4.0,"Golan Heights, Israel.",Golan Heights,Israel
2014-03-18,Suicide car bombing,27.0,,"Buloburde, Somalia",Buloburde,Somalia
2014-03-20,Gun attack,9.0,2.0,"Kabul, Afghanistan",Kabul,Afghanistan
2014-03-20,"Suicide bombing, gun attack",11.0,22.0,"Jalalabad, Afghanistan",Jalalabad,Afghanistan
2014-03-20,Suicide bombing,12.0,38.0,"Baghdad, Iraq",Baghdad,Iraq
2014-03-21,"Suicide bombings, gun attack",28.0,,"Baghdad, Iraq",Baghdad,Iraq
2014-03-22,Roadside and car bombings,7.0,18.0,"Tikrit, Iraq",Tikrit,Iraq
2014-03-23,Gun attack,4.0,,"Mombasa, Kenya",Mombasa,Kenya
2014-03-24,Gun attack,20.0,,"Hadhramaut Governorate, Yemen",Hadhramaut Governorate,Yemen
2014-03-25,Gun attack,5.0,8.0,"Kabul, Afghanistan",Kabul,Afghanistan
2014-03-27,Landmine,15.0,,"Gadchiroli, India",Gadchiroli,India
2014-04-02,Bombing,1.0,5.0,"Cairo, Egypt",Cairo,Egypt
2014-04-02,Suicide bombing,6.0,,"Kabul, Afghanistan",Kabul,Afghanistan
2014-04-02,Suicide bombing,11.0,,"Aden, Yemen",Aden,Yemen
2014-04-03,Bombing,0.0,0.0,"Islamabad, Pakistan",Islamabad,Pakistan
2014-04-04,Shooting,1.0,2.0,"Khost, Afghanistan",Khost,Afghanistan
2014-04-08,Train bombing,13.0,35.0,"Sibi, Pakistan",Sibi,Pakistan
2014-04-09,Bombing,22.0,100.0,"Islamabad, Pakistan",Islamabad,Pakistan
2014-04-13,Suicide truck bombing,8.0,10.0,"Kirkuk Governorate, Iraq",Kirkuk Governorate,Iraq
2014-04-14,Bombing,71.0,124.0,"Abuja, Nigeria",Abuja,Nigeria
2014-04-14,Kidnapping,,,"Chibok, Nigeria",Chibok,Nigeria
2014-04-15,Bombing,0.0,3.0,"Cairo, Egypt",Cairo,Egypt
2014-04-16,Ambush,9.0,6.0,"Benishangul-Gumuz Region, Ethiopia",Benishangul-Gumuz,Ethiopia
2014-04-18,Attack,58.0,100.0,"Bor, South Sudan",Bor,South Sudan
2014-04-24,Car bomb,8.0,,"Dumka, Jharkhand, India",Dumka,India
2014-05-01,Bombing,19.0,60.0,"Abuja, Nigeria",Abuja,Nigeria
2014-05-02,Car bomb,18.0,50.0,"Jidreen, Hama Governorate, Syria",Jidreen,Syria
2014-05-01,Attack,32.0,,"Baksa and Kokrajhar, Assam, India",Baksa,India
2014-05-05,Bombing,1.0,1.0,"Sana'a, Yemen",Sana'A,Yemen
2014-05-18,Bombing,4.0,,"Kano, Nigeria",Kano,Nigeria
2014-05-20,Bombings,118.0,56.0,"Jos, Nigeria",Jos,Nigeria
2014-05-22,Bombing,31.0,90.0,"Ürümqi, China",Ürümqi,China
2014-05-24,Raid,27.0,,"Seiyun, Yemen",Seiyun,Yemen
2014-05-24,Suicide bombing,1.0,14.0,"Djibouti, Djibouti",Djibouti,Djibouti
2014-05-24,Shootout,4.0,2.0,"Mogadishu, Somalia",Mogadishu,Somalia
2014-05-24,Pillage,28.0,,"Borno State, Nigeria",Borno State,Nigeria
2014-05-24,Shooting,4.0,0.0,"Brussels, Belgium",Brussels,Belgium
2014-05-25,Bomb attacks,3.0,55.0,"Pattani, Yala, Narathiwat, Thailand",Pattani,Thailand
2014-05-25,Suicide bombing,3.0,15.0,Djibouti,Unknown,Djibouti
2014-05-25,Car bombings,9.0,20.0,"Homs, Syria",Homs,Syria
2014-05-29,Bombing,2.0,19.0,"Imphal, Manipur, India",Imphal,India
2014-05-30,Attack,0.0,7.0,"Yogyakarta, Indonesia",Yogyakarta,Indonesia
2014-05-30,Ambush,30.0,,"Bangui, Central African Republic",Bangui,Central African Republic
2014-06-02,Suicide bombing,3.0,2.0,"Nangarhar Province, Afghanistan",Nangarhar,Afghanistan
2014-06-02,Suicide bombing,3.0,3.0,"Helmand Province, Afghanistan",Helmand,Afghanistan
2014-06-02,Suicide car bombing,8.0,5.0,"Baghdad, Iraq",Baghdad,Iraq
2014-06-03,Suicide bombing,8.0,14.0,"Ramadi, Iraq",Ramadi,Iraq
2014-06-04,Suicide car bombing,4.0,3.0,"Benghazi, Libya",Benghazi,Libya
2014-06-04,Suicide bombing,5.0,,"Islamabad, Pakistan",Islamabad,Pakistan
2014-06-04,Shooting,3.0,2.0,"Moncton, Canada",Moncton,Canada
2014-06-05,Attack,14.0,,"Shabwah Governorate, Yemen",Shabwah Governorate,Yemen
2014-06-05,Attack,3.0,,"Ramadi, Iraq",Ramadi,Iraq
2014-06-06,"Bombing, assassination",2.0,0.0,"Hamren, Assam, India",Hamren,India
2014-06-08,Suicide car bombings,13.0,60.0,"Jalula, Iraq",Jalula,Iraq
2014-06-08,Attack,14.0,14.0,"Karachi, Pakistan",Karachi,Pakistan
2014-06-08,Shooting,3.0,0.0,"Las Vegas, Nevada, United States",Las Vegas,United States
2014-06-09,Suicide truck bombings,15.0,110.0,"Tuz Khormato, Iraq",Tuz Khormato,Iraq
2014-06-10,,670.0,,"Badush, Iraq",Badush,Iraq
2014-06-11,Kidnapping,20.0,0.0,"Garkin Fulani, Nigeria",Garkin Fulani,Nigeria
2014-06-12,Suicide bombing,4.0,10.0,"Aguelhok, Kidal Region, Mali",Aguelhok,Mali
2014-06-14,Bombing,0.0,2.0,"Imphal, Manipur, India",Imphal,India
2014-06-14,Car bombing,8.0,,"Mayadin, Syria",Mayadin,Syria
2014-06-14,Bombing,1.0,7.0,"Stone Town, Zanzibar, Tanzania",Stone Town,Tanzania
2014-06-14,Suicide car bombing,5.0,10.0,"Al Mahfad District, Yemen",Al Mahfad,Yemen
2014-06-15,Suicide bombing,10.0,20.0,"Baghdad, Iraq",Baghdad,Iraq
2014-06-15,Attack,48.0,,"Mpeketoni, Kenya",Mpeketoni,Kenya
2014-06-17,Car bombing,10.0,25.0,"Sadr City, Baghdad, Iraq",Sadr City,Iraq
2014-06-17,Attack,15.0,,"Poromoko, Kenya",Poromoko,Kenya
2014-06-18,Suicide car bombing,21.0,27.0,"Damaturu, Nigeria",Damaturu,Nigeria
2014-06-18,Car bombing,2.0,0.0,"Mogadishu, Somalia",Mogadishu,Somalia
2014-06-19,Shootout,7.0,13.0,"Jolo, Philippines",Jolo,Philippines
2014-06-19,Suicide bombing,2.0,5.0,"Peshawar, Pakistan",Peshawar,Pakistan
2014-06-20,Suicide bombing,1.0,32.0,"Dahr al-Baidar, Lebanon",Dahr Al-Baidar,Lebanon
2014-06-20,Truck bombing,34.0,50.0,"Horrah, Hama Governorate, Syria",Horrah,Syria
2014-06-21,Skirmish between rebels and government,13.0,3.0,"Yechen County, Xinjiang Uyghur Autonomous Region, China",Yechen County,China
2014-06-21,Attack,0.0,0.0,"Jalalabad, Afghanistan",Jalalabad,Afghanistan
2014-06-21,Bombing,4.0,,"Nangarhar Province, Afghanistan",Nangarhar,Afghanistan
2014-06-21,Attack,,,"Koronginim and Kwarangilam, Borno State, Nigeria",Koronginim,Nigeria
2014-06-22,Standoff/shootout,5.0,1.0,"Goseong County, Gangwon, South Korea",Goseong County,South Korea
2014-06-23,Ambush,75.0,5.0,"Hashimiya, Iraq",Hashimiya,Iraq
2014-06-23,Bombing,8.0,12.0,"Kano, Nigeria",Kano,Nigeria
2014-06-23,Suicide bombing,1.0,12.0,"Beirut, Lebanon",Beirut,Lebanon
2014-06-23,Attack,18.0,,"Ardo-Djobi, Central African Republic",Ardo-Djobi,Central African Republic
2014-06-24,Attack,5.0,,"Witu, Lamu county, Kenya",Witu,Kenya
2014-06-24,Shooting,1.0,1.0,"Negros Occidental, Philippines",Negros Occidental,Philippines
2014-06-25,Bombing,21.0,17.0,"Abuja, Nigeria",Abuja,Nigeria
2014-06-25,Suicide bombing,13.0,25.0,"Mahmoudiyah, Iraq",Mahmoudiyah,Iraq
2014-06-25,Suicide bombing,0.0,12.0,"Beirut, Lebanon",Beirut,Lebanon
2014-06-25,Suicide bombing,3.0,,"Kirkuk, Iraq",Kirkuk,Iraq
2014-06-26,"Suicide bombing, shootout, raid",13.0,,"Seiyun, Yemen",Seiyun,Yemen
2014-07-01,Shooting,1.0,,"Kabul, Afghanistan",Kabul,Afghanistan
2014-07-02,"Kidnapping, followed by torturing and murdering the victim",1.0,,"Jerusalem, Israel",Jerusalem,Israel
2014-07-04,Airliner shootdown,298.0,,Eastern Ukraine,Unknown,Ukraine
2014-07-08,Suicide bombing,17.0,,"Parwan Province, Afghanistan",Parwan,Afghanistan
2014-07-19,"Grenade attack, bombing, shooting",100.0,,"Damboa, Nigeria",Damboa,Nigeria
2014-08-04,Vehicular assault,1.0,6.0,"Jerusalem, Israel",Jerusalem,Israel
2014-09-02,Bombing,4.0,,"near Kidal, Mali",Kidal,Mali
2014-09-19,Bombing,1.0,3.0,"General Santos, Philippines",General Santos,Philippines
2014-09-19,Shooting,30.0,1.0,"Mainok, Borno State, Nigeria",Mainok,Nigeria
2014-09-23,Melee attack,,2.0,"Melbourne, Victoria, Australia",Melbourne,Australia
2014-09-26,Bombing,50.0,54.0,"Xinjiang, China",Xinjiang,China
2014-10-09,Suicide bombing,47.0,75.0,"Sana'a, Yemen",Sana'A,Yemen
2014-10-09,Suicide bombing,20.0,15.0,"Mukalla, Yemen",Mukalla,Yemen
2014-10-20,Vehicular assault,1.0,1.0,"Saint-Jean-sur-Richelieu, Quebec, Canada",Saint-Jean-Sur-Richelieu,Canada
2014-10-22,Shooting,1.0,3.0,"Ottawa, Ontario, Canada",Ottawa,Canada
2014-10-22,Vehicular assault,2.0,7.0,East Jerusalem,Unknown,Israel
2014-10-23,Melee attack,1.0,3.0,"Queens, New York",New York City,United States
2014-10-30,Mass murder,255.0,0.0,"Hīt, Iraq",Hīt,Iraq
2014-10-31,Bombing,4.0,32.0,"Gombe, Nigeria",Gombe,Nigeria
2014-11-01,Suicide bombing,9.0,,"Logar Province, Afghanistan",Logar,Afghanistan
2014-11-01,Suicide bombing,24.0,53.0,"Baghdad, Iraq",Baghdad,Iraq
2014-11-02,Car bomb,28.0,67.0,"Baghdad, Iraq",Baghdad,Iraq
2014-11-03,Shooting,5.0,1.0,"al-Ahsa, Saudi Arabia",Al-Ahsa,Saudi Arabia
2014-11-04,Bombing,13.0,39.0,"Baghdad, Iraq",Baghdad,Iraq
2014-11-05,Assassination,1.0,0.0,"Mombasa, Kenya",Mombasa,Kenya
2014-11-05,Vehicular assault,3.0,14.0,"Jerusalem, Israel",Jerusalem,Israel
2014-11-06,Bombing,2.0,8.0,"Cairo, Egypt",Cairo,Egypt
2014-11-07,Bombing,6.0,3.0,"Mohmand, Pakistan",Mohmand,Pakistan
2014-11-09,Suicide bombing,1.0,6.0,"Kabul, Afghanistan",Kabul,Afghanistan
2014-11-09,Car bombing,37.0,68.0,"Baghdad and Ramadi, Iraq",Baghdad,Iraq
2014-11-10,Melee assault,1.0,0.0,"Tel Aviv, Israel",Tel Aviv,Israel
2014-11-10,Grenade,2.0,1.0,"Karachi, Pakistan",Karachi,Pakistan
2014-11-10,Shooting,1.0,1.0,"Rawalpindi, Pakistan",Rawalpindi,Pakistan
2014-11-11,Melee attack,1.0,2.0,"Alon Shvut, West Bank",Alon Shvut,Palestine
2014-11-13,Shooting,0.0,5.0,"Outside Sinai in the Mediterranean Sea, Egypt",Outside Sinai In The Mediterranean Sea,Egypt
2014-11-13,Car bombing,0.0,5.0,"Tripoli, Libya",Tripoli,Libya
2014-11-16,Rocket,0.0,0.0,"Belfast, Northern Ireland",Belfast,United Kingdom
2014-11-18,"Shooting, Melee attack",5.0,7.0,"Jerusalem, Israel",Jerusalem,Israel
2014-11-23,Suicide bombing,61.0,,"Yahyakhel District, Afghanistan",Yahyakhel,Afghanistan
2014-11-25,Suicide bombing,78.0,,"Maiduguri, Nigeria",Maiduguri,Nigeria
2014-11-27,Bombing,40.0,,"Marabi-Mubi junction, Nigeria",Marabi-Mubi Junction,Nigeria
2014-11-28,Shooting,1.0,,"Austin, Texas",Austin,United States
2014-11-29,"Bombing, Melee attack",4.0,14.0,"Xinjiang, China",Xinjiang,China
2014-12-01,"Shooting, Ambush",14.0,12.0,"Chhattisgarh, India",Chhattisgarh,India
2014-12-01,Suicide bombing,5.0,47.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2014-12-02,Shooting,36.0,,"Mandera, Kenya",Mandera,Kenya
2014-12-04,Bombing,1.0,10.0,"Quetta, Pakistan",Quetta,Pakistan
2014-12-10,Suicide bombing,4.0,7.0,"Kano, Kano State, Nigeria",Kano,Nigeria
2014-12-11,Shooting,30.0,,"Gajiganna, Borno State, Nigeria",Gajiganna,Nigeria
2014-12-13,Kidnapping,32.0,185.0,"Gumsuri, Borno State, Nigeria",Gumsuri,Nigeria
2014-12-15,"Shooting, Hostage taking",2.0,4.0,"Sydney, New South Wales, Australia",Sydney,Australia
2014-12-16,Suicide Bombing,25.0,,"Rada' District, Yemen",Rada,Yemen
2014-12-16,"Suicide bombing, Mass shooting,",445.0,114.0,"Peshawar, Pakistan",Peshawar,Pakistan
2014-12-18,Bombing,3.0,,"Damadola, Pakistan",Damadola,Pakistan
2014-12-20,Stabbing,1.0,3.0,"Joue-les-Tours, France",Joue-Les-Tours,France
2014-12-21,Vehicular attack,0.0,11.0,"Dijon, France",Dijon,France
2014-12-22,Vehicular attack,1.0,9.0,"Nantes, France",Nantes,France
2014-12-22,Bombing,27.0,60.0,"Gombe, Gombe State, Nigeria",Gombe,Nigeria
2014-12-24,Suicide bombing,33.0,55.0,"Madaen, Iraq",Madaen,Iraq
2014-12-28,Shooting,84.0,3.0,"Mozogo district, Far North Region, Cameroon",Mozogo,Cameroon
2014-12-28,Bombing,1.0,3.0,"Bangalore, India",Bangalore,India
2014-12-31,Bombing,2.0,35.0,"Mlang, Philippines",Mlang,Philippines
2014-12-31,Bombing,49.0,70.0,"Ibb, Yemen",Ibb,Yemen
2015-01-01,Shooting,15.0,10.0,"Waza Region, Cameroon",Waza,Cameroon
2015-01-03,Attack,1.0,3.0,"Maguindanao and Sultan Kudarat, Philippines",Maguindanao,Philippines
2015-01-03,Shooting,3.0,2.0,"Basra Governorate, Iraq",Basra Governorate,Iraq
2015-01-03,Melee attack,1.0,0.0,"El Fahs, Tunisia",El Fahs,Tunisia
2015-01-03,Massacre,2000.0,,"Baga, Borno State, Nigeria",Baga,Nigeria
2015-01-04,Bombing,0.0,6.0,"Gao Region, Mali",Gao,Mali
2015-01-04,Bombing,1.0,4.0,"Baghdad, Iraq",Baghdad,Iraq
2015-01-04,Bombing,4.0,8.0,"Orakzai Agency, Pakistan",Orakzai Agency,Pakistan
2015-01-04,Bombing,6.0,31.0,"Dhamar Governorate, Yemen",Dhamar Governorate,Yemen
2015-01-04,Suicide bombing,4.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2015-01-05,Bombing,0.0,4.0,"Al-Arish, Egypt",Al-Arish,Egypt
2015-01-05,Suicide bombing,3.0,2.0,"Arar, Saudi Arabia",Arar,Saudi Arabia
2015-01-05,Suicide bombing,1.0,5.0,"Kabul, Afghanistan",Kabul,Afghanistan
2015-01-04,Execution,8.0,0.0,"Tikrit, Iraq",Tikrit,Iraq
2015-01-06,Suicide bombing,23.0,21.0,"Al Anbar Governorate, Iraq",Al Anbar Governorate,Iraq
2015-01-06,Execution,23.0,0.0,"Mosul, Iraq",Mosul,Iraq
2015-01-06,Suicide bombing,1.0,1.0,"Istanbul, Turkey",Istanbul,Turkey
2015-01-07,Car bomb,37.0,66.0,"Sana'a, Yemen",Sana'A,Yemen
2015-01-07,Mass shooting,12.0,11.0,"Paris, France",Paris,France
2015-01-07,Shooting,0.0,1.0,"Paris, France",Paris,France
2015-01-07,Bombing,4.0,11.0,"Baghdad, Iraq",Baghdad,Iraq
2015-01-07,Suicide car bombing,4.0,3.0,"Mosul, Iraq",Mosul,Iraq
2015-01-07,Execution,5.0,0.0,"Mosul, Iraq",Mosul,Iraq
2015-01-08,Shooting,1.0,1.0,"Paris, France",Paris,France
2015-01-09,Hostage crisis,4.0,9.0,"Porte de Vincennes, France",Porte De Vincennes,France
2015-01-10,Suicide bombing,7.0,36.0,"Tripoli, Lebanon",Tripoli,Lebanon
2015-01-10,Suicide bombing,19.0,20.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2015-01-11,Suicide bombing,3.0,46.0,"Potiskum, Nigeria",Potiskum,Nigeria
2015-01-12,Melee attack,0.0,0.0,"Xinjiang, China",Xinjiang,China
2015-01-13,Artillery,12.0,18.0,"Volnovakha, Ukraine",Volnovakha,Ukraine
2015-01-21,Melee attack,0.0,12.0,"Tel Aviv, Israel",Tel Aviv,Israel
2015-01-22,Artillery,13.0,,"Donetsk, Ukraine",Donetsk,Ukraine
2015-01-23,Mass shooting,15.0,,"Kambari, Nigeria",Kambari,Nigeria
2015-01-23,Car bomb,1.0,48.0,"Zamboanga City, Philippines",Zamboanga City,Philippines
2015-01-24,Artillery,30.0,108.0,"Mariupol, Ukraine",Mariupol,Ukraine
2015-01-25,Attack,67.0,,"Mamasapano, Philippines",Mamasapano,Philippines
2015-01-28,Suicide bombing,10.0,5.0,"Tripoli, Libya",Tripoli,Libya
2015-01-28,Melee attack,1.0,0.0,"Belfast, Northern Ireland",Belfast,United Kingdom
2015-01-30,Bombing,60.0,,"Shikarpur, Pakistan",Shikarpur,Pakistan
2015-02-03,Melee Attack,0.0,3.0,"Nice, France",Nice,France
2015-02-04,Mass shooting,91.0,500.0,"Fotokol, Cameroon",Fotokol,Cameroon
2015-02-06,Shooting,5.0,17.0,"Bosso and Diffa, Niger",Bosso,Niger
2015-02-10,Artillery,7.0,26.0,"Kramatorsk, Ukraine",Kramatorsk,Ukraine
2015-02-12,Beheading,21.0,21.0,Libya,Unknown,Libya
2015-02-13,"Mass shooting, Bombing",22.0,60.0,"Peshawar, Pakistan",Peshawar,Pakistan
2015-02-14,Mass shooting,5.0,3.0,"Mati, Davao Oriental, Philippines",Mati,Philippines
2015-02-14,Shooting,2.0,6.0,"Copenhagen, Denmark",Copenhagen,Denmark
2015-02-17,Bombing,8.0,19.0,"Lahore, Pakistan",Lahore,Pakistan
2015-02-20,Melee attack,1.0,0.0,"Kawasaki, Japan",Kawasaki,Japan
2015-02-22,Bombing,4.0,10.0,"Kharkiv, Ukraine",Kharkiv,Ukraine
2015-02-22,Car bombing,1.0,9.0,"Chaman, Pakistan",Chaman,Pakistan
2015-02-24,Bombing,1.0,7.0,"Chaman, Pakistan",Chaman,Pakistan
2015-02-26,Suicide bombing,19.0,17.0,"Biu, Nigeria",Biu,Nigeria
2015-02-26,Bombing,15.0,,"Jos, Nigeria",Jos,Nigeria
2015-03-01,Bombing,2.0,5.0,"Assouan, Egypt",Assouan,Egypt
2015-03-02,Bombing,2.0,3.0,"Nangarhar, Afghanistan",Nangarhar,Afghanistan
2015-03-02,Bombing,6.0,2.0,"Nangarhar, Afghanistan",Nangarhar,Afghanistan
2015-03-02,Bombing,2.0,9.0,"Cairo, Egypt",Cairo,Egypt
2015-03-03,Bombing,3.0,2.0,"Hadramout, Yemen",Hadramout,Yemen
2015-03-04,Bombing,3.0,2.0,"Diffa, Nigeria",Diffa,Nigeria
2015-03-05,Melee attack,0.0,1.0,"Seoul, South Korea",Seoul,South Korea
2015-03-06,Mass shooting,5.0,9.0,"Bamako, Mali",Bamako,Mali
2015-03-06,"Vehicular assault, Melee attack",0.0,7.0,East Jerusalem,Unknown,Israel
2015-03-06,Mass shooting,5.0,6.0,"Kabul, Afghanistan",Kabul,Afghanistan
2015-03-07,Suicide bombing,58.0,139.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2015-03-08,Bombing,1.0,9.0,"Alexandria, Egypt",Alexandria,Egypt
2015-03-08,Artillery,3.0,,"Kidal, Mali",Kidal,Mali
2015-03-08,Bombing,1.0,1.0,"Joypurhat, Bangladesh",Joypurhat,Bangladesh
2015-03-15,Suicide bombing,14.0,70.0,"Lahore, Pakistan",Lahore,Pakistan
2015-03-18,"Shooting, hostage taking",21.0,40.0,"Tunis, Tunisia",Tunis,Tunisia
2015-03-20,Shooting,4.0,10.0,"Kashmir, India",Kashmir,India
2015-03-20,Suicide bombing,142.0,351.0,"Sana'a, Yemen",Sana'A,Yemen
2015-03-25,Suicide bombing,17.0,25.0,"Benghazi, Libya",Benghazi,Libya
2015-03-25,Kidnapping,,,"Damasak, Nigeria",Damasak,Nigeria
2015-03-25,Melee attack,0.0,1.0,"Hebron, West Bank",Hebron,Palestine
2015-03-26,"Suicide bombing, Shooting",24.0,28.0,"Mogadishu, Somalia",Mogadishu,Somalia
2015-03-31,Shooting,1.0,2.0,"Istanbul, Turkey",Istanbul,Turkey
2015-04-02,"Hostage taking, Shooting",147.0,79.0,"Garissa, Kenya",Garissa,Kenya
2015-04-02,Ambush,5.0,7.0,"Kashmir, India",Kashmir,India
2015-04-02,Ambush,3.0,4.0,"Arunachal Pradesh, India",Arunachal Pradesh,India
2015-04-03,Car bomb,17.0,0.0,"Sinai, Egypt",Sinai,Egypt
2015-04-06,"Mass shooting, arson",24.0,,"Kwajaffa, Nigeria",Kwajaffa,Nigeria
2015-04-08,Ambush,2.0,0.0,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia
2015-04-10,Car bomb,3.0,12.0,"Baghdad, Iraq",Baghdad,Iraq
2015-04-11,Car bomb,0.0,7.0,"Ko Samui, Thailand",Ko Samui,Thailand
2015-04-11,Mass shooting,20.0,0.0,"Baluchistan, Pakistan",Baluchistan,Pakistan
2015-04-12,Bombing,6.0,2.0,"near Sheikh Zuweid, Sinai, Egypt",Sheikh Zuweid,Egypt
2015-04-12,Bombing,8.0,45.0,"Arish, Sinai, Egypt",Arish,Egypt
2015-04-13,"Shooting, Ambush",5.0,,"Chhattisgarh, India",Chhattisgarh,India
2015-04-14,Car bomb,17.0,55.0,"Baghdad, Iraq",Baghdad,Iraq
2015-04-14,"Shooting, bombing",10.0,20.0,"Mogadishu, Somalia",Mogadishu,Somalia
2015-04-14,Ambush,11.0,20.0,"Buenos Aires, Cauca, Colombia",Buenos Aires,Colombia
2015-04-15,Vehicular attack,1.0,1.0,East Jerusalem,Unknown,Israel
2015-04-17,Bombing,3.0,5.0,"Erbil, Iraq",Erbil,Iraq
2015-04-18,Suicide bombing,33.0,115.0,"Jalalabad, Afghanistan",Jalalabad,Afghanistan
2015-04-19,Shooting,1.0,0.0,"Villejuif, France",Villejuif,France
2015-04-20,Bombing,7.0,8.0,"Garoowe, Somalia",Garoowe,Somalia
2015-04-21,"Shooting,bombing",9.0,14.0,"Savar Upazila, Bangladesh",Savar Upazila,Bangladesh
2015-04-21,Raid,0.0,0.0,"Lipkovo, Republic of Macedonia",Lipkovo,Republic of Macedonia
2015-04-22,Suicide bombing,8.0,16.0,"Balad, Iraq",Balad,Iraq
2015-04-27,Shooting,1.0,2.0,"Zvornik, Bosnia and Herzegovina",Zvornik,Bosnia and Herzegovina
2015-05-03,Ambush,8.0,6.0,"Nagaland, India",Nagaland,India
2015-05-03,Car bomb,19.0,,"Baghdad, Iraq",Baghdad,Iraq
2015-05-03,Shooting,0.0,1.0,"Garland, Texas, United States",Garland,United States
2015-05-03,Raid,17.0,,"Warduj, Afghanistan",Warduj,Afghanistan
2015-05-04,Suicide bombing,1.0,15.0,"Kabul, Afghanistan",Kabul,Afghanistan
2015-05-08,Suicide bombing,22.0,,"Balad Ruz, Iraq",Balad Ruz,Iraq
2015-05-09,Shooting,22.0,37.0,"Kumanovo, Republic of Macedonia",Kumanovo,Republic of Macedonia
2015-05-10,Car bomb,14.0,30.0,"Baghdad, Iraq",Baghdad,Iraq
2015-05-10,Suicide bombing,3.0,10.0,"Kabul, Afghanistan",Kabul,Afghanistan
2015-05-12,Suicide bombing,6.0,16.0,"Baghdad, Iraq",Baghdad,Iraq
2015-05-12,Shooting,1.0,0.0,"Sylhet, Bangladesh",Sylhet,Bangladesh
2015-05-13,Attack,45.0,13.0,"Karachi, Pakistan",Karachi,Pakistan
2015-05-14,"Suicide bombing, hostage taking",14.0,6.0,"Kabul, Afghanistan",Kabul,Afghanistan
2015-05-17,Suicide bombing,3.0,18.0,"Kabul, Afghanistan",Kabul,Afghanistan
2015-05-19,Suicide bombing,1.0,7.0,"Al Qubbah, Libya",Al Qubbah,Libya
2015-05-19,Suicide bombing,4.0,42.0,"Kabul, Afghanistan",Kabul,Afghanistan
2015-05-20,Vehicular assault,0.0,2.0,East Jerusalem,Unknown,Israel
2015-05-21,Suicide bombing,3.0,0.0,"Misrata, Libya",Misrata,Libya
2015-05-22,Suicide bombing,21.0,90.0,"al-Qadeeh, Saudi Arabia",Al-Qadeeh,Saudi Arabia
2015-05-22,Unarmed Assault,0.0,1.0,"Montreal, Canada",Montreal,Canada
2015-05-24,Bombing,3.0,4.0,"Karachi, Pakistan",Karachi,Pakistan
2015-05-25,Raid,26.0,0.0,"Nawzad District, Helmand Province, Afghanistan",Nawzad,Afghanistan
2015-05-25,Shooting,7.0,9.0,"Tunis, Tunisia",Tunis,Tunisia
2015-05-26,Attack,2.0,5.0,"Garissa County, Kenya",Garissa County,Kenya
2015-05-28,Car bomb,10.0,30.0,"Baghdad, Iraq",Baghdad,Iraq
2015-05-29,Suicide bombing,4.0,,"Dammam, Saudi Arabia",Dammam,Saudi Arabia
2015-05-29,Suicide bombing,2.0,5.0,"Lahore, Pakistan",Lahore,Pakistan
2015-05-29,Attack,21.0,0.0,"Mastung, Pakistan",Mastung,Pakistan
2015-05-29,bombing,0.0,16.0,"Jolo, Philippines",Jolo,Philippines
